日期	收盘	开盘	高	低	涨跌幅
2019年3月17日	2.815	2.83	2.835	2.761	-0.88%
2019年3月10日	2.84	2.785	2.84	2.77	2.08%
2019年3月3日	2.782	2.771	2.813	2.755	1.72%
2019年2月24日	2.735	2.7	2.763	2.683	1.98%
2019年2月17日	2.682	2.7	2.7	2.641	1.25%
2019年2月10日	2.649	2.704	2.704	2.642	-2.18%
2019年2月3日	2.708	2.708	2.708	2.708	-0.07%
2019年1月27日	2.71	2.77	2.77	2.69	-0.26%
2019年1月20日	2.717	2.72	2.757	2.68	1.19%
2019年1月13日	2.685	2.785	2.84	2.685	-3.10%
2019年1月6日	2.771	2.85	2.85	2.743	-0.93%
2018年12月30日	2.797	2.89	2.89	2.785	-3.72%
2018年12月23日	2.905	2.918	2.923	2.894	-0.45%
2018年12月16日	2.918	2.955	2.963	2.9	0.62%
2018年12月9日	2.9	2.895	2.9	2.855	0.00%
2018年12月2日	2.9	3	3.01	2.9	-3.49%
2018年11月25日	3.005	3.03	3.035	2.996	-0.43%
2018年11月18日	3.018	3.05	3.05	3.003	0.37%
2018年11月11日	3.007	3.11	3.113	3	-3.31%
2018年11月4日	3.11	3.26	3.26	3.11	-3.02%
2018年10月28日	3.207	3.235	3.235	3.185	0.44%
2018年10月21日	3.193	3.22	3.254	3.193	-0.62%
2018年10月14日	3.213	3.28	3.28	3.2	-0.74%
2018年10月7日	3.237	3.28	3.318	3.23	-1.76%
2018年9月30日	3.295	3.325	3.325	3.29	-0.18%
2018年9月23日	3.301	3.36	3.365	3.296	-1.76%
2018年9月16日	3.36	3.38	3.38	3.338	-0.24%
2018年9月9日	3.368	3.4	3.446	3.368	-0.03%
2018年9月2日	3.369	3.33	3.385	3.27	2.31%
2018年8月26日	3.293	3.345	3.345	3.286	0.18%
2018年8月19日	3.287	3.31	3.378	3.287	1.14%
2018年8月12日	3.25	3.2	3.27	3.15	3.04%
2018年8月5日	3.154	3.09	3.181	3.006	2.57%
2018年7月29日	3.075	3.209	3.209	3.06	-4.18%
2018年7月22日	3.209	3.3	3.316	3.197	-1.47%
2018年7月15日	3.257	3.36	3.36	3.247	-0.70%
2018年7月8日	3.28	3.346	3.346	3.27	0.00%
2018年7月1日	3.28	3.4	3.4	3.275	-2.24%
2018年6月24日	3.355	3.42	3.425	3.355	-1.53%
2018年6月17日	3.407	3.45	3.45	3.393	-0.29%
2018年6月10日	3.417	3.45	3.465	3.4	-0.78%
2018年6月3日	3.444	3.4	3.463	3.397	2.71%
2018年5月27日	3.353	3.289	3.355	3.289	1.45%
2018年5月20日	3.305	3.35	3.35	3.267	1.60%
2018年5月13日	3.253	3.26	3.297	3.227	0.93%
2018年5月6日	3.223	3.3	3.3	3.22	-0.89%
2018年4月29日	3.252	3.255	3.29	3.198	9.68%
2018年4月22日	2.965	3.05	3.08	2.92	-3.58%
2018年4月15日	3.075	3.25	3.275	2.95	-9.64%
2018年4月8日	3.403	3.58	3.58	3.399	-4.49%
2018年4月1日	3.563	3.58	3.6	3.535	-0.45%
2018年3月25日	3.579	3.6	3.6	3.513	1.53%
2018年3月18日	3.525	3.58	3.65	3.525	-0.76%
2018年3月11日	3.552	3.6	3.605	3.539	0.28%
2018年3月4日	3.542	3.6	3.6	3.542	-0.51%
2018年2月25日	3.56	3.633	3.7	3.546	-2.01%
2018年2月18日	3.633	3.7	3.7	3.62	-0.11%
2018年2月11日	3.637	3.63	3.66	3.615	0.22%
2018年2月4日	3.629	3.7	3.7	3.622	-0.30%
2018年1月28日	3.64	3.7	3.7	3.61	0.00%
2018年1月21日	3.64	3.72	3.72	3.633	-1.09%
2018年1月14日	3.68	3.76	3.76	3.675	-0.22%
2018年1月7日	3.688	3.82	3.82	3.667	-1.26%
2017年12月31日	3.735	3.81	3.823	3.72	-2.66%
2017年12月24日	3.837	3.85	3.85	3.8	0.58%
2017年12月17日	3.815	3.85	3.85	3.797	0.66%
2017年12月10日	3.79	3.8	3.85	3.761	0.61%
2017年12月3日	3.767	3.8	3.8	3.758	-0.13%
2017年11月26日	3.772	3.88	3.88	3.765	-0.32%
2017年11月19日	3.784	3.85	3.85	3.771	0.61%
2017年11月12日	3.761	3.8	3.82	3.75	2.48%
2017年11月5日	3.67	3.7	3.72	3.63	0.36%
2017年10月29日	3.657	3.701	3.728	3.632	-0.35%
2017年10月22日	3.67	3.67	3.69	3.6	1.66%
2017年10月15日	3.61	3.65	3.65	3.587	0.70%
2017年10月8日	3.585	3.6	3.65	3.57	0.28%
2017年10月1日	3.575	3.602	3.602	3.575	-0.11%
2017年9月24日	3.579	3.65	3.65	3.567	-0.22%
2017年9月17日	3.587	3.55	3.604	3.545	1.27%
2017年9月10日	3.542	3.63	3.63	3.528	-0.14%
2017年9月3日	3.547	3.6	3.604	3.545	-1.99%
2017年8月27日	3.619	3.57	3.641	3.57	1.32%
2017年8月20日	3.572	3.53	3.572	3.51	1.77%
2017年8月13日	3.51	3.53	3.532	3.485	0.49%
2017年8月6日	3.493	3.5	3.525	3.49	-0.29%
2017年7月30日	3.503	3.55	3.55	3.496	-0.60%
2017年7月23日	3.524	3.49	3.536	3.483	0.95%
2017年7月16日	3.491	3.55	3.55	3.477	-0.17%
2017年7月9日	3.497	3.58	3.58	3.481	-0.11%
2017年7月2日	3.501	3.51	3.549	3.493	-0.28%
2017年6月25日	3.511	3.56	3.566	3.478	-1.68%
2017年6月18日	3.571	3.58	3.593	3.48	-0.39%
2017年6月11日	3.585	3.66	3.66	3.557	-1.40%
2017年6月4日	3.636	3.65	3.655	3.592	0.75%
2017年5月28日	3.609	3.68	3.7	3.597	-1.55%
2017年5月21日	3.666	3.72	3.747	3.658	-0.76%
2017年5月14日	3.694	3.65	3.706	3.6	1.79%
2017年5月7日	3.629	3.479	3.629	3.447	5.19%
2017年4月30日	3.45	3.3	3.45	3.261	5.60%
2017年4月23日	3.267	3.25	3.267	3.187	2.87%
2017年4月16日	3.176	3.15	3.19	3.091	3.42%
2017年4月9日	3.071	3.15	3.15	3.05	0.62%
2017年4月2日	3.052	3.037	3.08	3.025	0.73%
2017年3月26日	3.03	3.1	3.1	3.03	-1.72%
2017年3月19日	3.083	3.05	3.087	2.958	4.44%
2017年3月12日	2.952	2.98	3	2.93	-0.51%
2017年3月5日	2.967	3	3	2.93	1.89%
2017年2月26日	2.912	2.91	2.929	2.885	1.64%
2017年2月19日	2.865	3	3	2.857	-2.02%
2017年2月12日	2.924	2.96	2.98	2.924	-1.91%
2017年2月5日	2.981	2.889	2.992	2.867	4.41%
2017年1月29日	2.855	2.9	2.9	2.855	0.42%
2017年1月22日	2.843	2.85	2.855	2.805	0.35%
2017年1月15日	2.833	2.84	2.87	2.814	-0.11%
2017年1月8日	2.836	2.85	2.885	2.836	-1.46%
2017年1月1日	2.878	2.79	2.913	2.79	1.98%
2016年12月25日	2.822	3.02	3.06	2.822	-8.58%
2016年12月18日	3.087	3.02	3.155	3.02	5.14%
2016年12月11日	2.936	2.7	2.942	2.7	10.71%
2016年12月4日	2.652	2.7	2.7	2.605	1.45%
2016年11月27日	2.614	2.55	2.619	2.47	6.30%
2016年11月20日	2.459	2.43	2.465	2.43	1.49%
2016年11月13日	2.423	2.45	2.45	2.383	1.55%
2016年11月6日	2.386	2.42	2.42	2.357	0.89%
2016年10月30日	2.365	2.4	2.4	2.356	0.13%
2016年10月23日	2.362	2.35	2.393	2.3	1.81%
2016年10月16日	2.32	2.45	2.45	2.32	-3.13%
2016年10月9日	2.395	2.45	2.45	2.395	-0.83%
2016年10月2日	2.415	2.45	2.45	2.415	0.21%
2016年9月25日	2.41	2.41	2.448	2.402	-0.50%
2016年9月18日	2.422	2.5	2.5	2.42	-0.94%
2016年9月11日	2.445	2.404	2.47	2.341	0.37%
2016年9月4日	2.436	2.46	2.46	2.433	-0.33%
2016年8月28日	2.444	2.5	2.5	2.43	0.37%
2016年8月21日	2.435	2.41	2.462	2.39	2.01%
2016年8月14日	2.387	2.385	2.4	2.36	0.00%
2016年8月7日	2.387	2.4	2.45	2.37	-1.77%
2016年7月31日	2.43	2.47	2.51	2.43	-1.74%
2016年7月24日	2.473	2.52	2.523	2.473	-0.88%
2016年7月17日	2.495	2.55	2.558	2.495	-1.58%
2016年7月10日	2.535	2.52	2.558	2.517	0.68%
2016年7月3日	2.518	2.54	2.597	2.518	-1.45%
2016年6月26日	2.555	2.57	2.61	2.55	-1.35%
2016年6月19日	2.59	2.6	2.62	2.59	-0.84%
2016年6月12日	2.612	2.64	2.65	2.6	-0.04%
2016年6月5日	2.613	2.6	2.64	2.599	-0.42%
2016年5月29日	2.624	2.6	2.648	2.589	1.23%
2016年5月22日	2.592	2.6	2.61	2.55	-2.34%
2016年5月15日	2.654	2.62	2.673	2.577	0.99%
2016年5月8日	2.628	2.68	2.685	2.628	-1.68%
2016年5月1日	2.673	2.72	2.72	2.664	0.34%
2016年4月24日	2.664	2.61	2.697	2.608	3.10%
2016年4月17日	2.584	2.58	2.59	2.543	5.21%
2016年4月10日	2.456	2.4	2.48	2.39	3.11%
2016年4月3日	2.382	2.4	2.4	2.318	3.07%
2016年3月27日	2.311	2.32	2.33	2.272	0.92%
2016年3月20日	2.29	2.38	2.398	2.29	-4.98%
2016年3月13日	2.41	2.5	2.5	2.393	-1.99%
2016年3月6日	2.459	2.54	2.54	2.459	-1.24%
2016年2月28日	2.49	2.55	2.55	2.485	-1.31%
2016年2月21日	2.523	2.58	2.58	2.5	-1.06%
2016年2月14日	2.55	2.58	2.6	2.549	-0.78%
2016年2月7日	2.57	2.575	2.575	2.57	0.00%
2016年1月31日	2.57	2.6	2.613	2.56	-1.83%
2016年1月24日	2.618	2.65	2.65	2.576	0.85%
2016年1月17日	2.596	2.6	2.61	2.54	2.65%
2016年1月10日	2.529	2.65	2.65	2.524	-3.18%
2016年1月3日	2.612	2.64	2.648	2.553	2.47%
2015年12月27日	2.549	2.6	2.6	2.527	-0.70%
2015年12月20日	2.567	2.65	2.68	2.567	-4.89%
2015年12月13日	2.699	2.75	2.75	2.698	-0.77%
2015年12月6日	2.72	2.75	2.75	2.711	-0.29%
2015年11月29日	2.728	2.88	2.88	2.725	-4.62%
2015年11月22日	2.86	2.85	2.88	2.85	-0.21%
2015年11月15日	2.866	2.9	2.9	2.84	0.81%
2015年11月8日	2.843	2.82	2.907	2.798	2.01%
2015年11月1日	2.787	2.73	2.8	2.725	1.98%
2015年10月25日	2.733	2.78	2.8	2.718	-2.25%
2015年10月18日	2.796	2.85	2.867	2.793	-0.92%
2015年10月11日	2.822	2.88	2.89	2.82	-1.47%
2015年10月4日	2.864	2.93	2.93	2.863	-1.85%
2015年9月27日	2.918	2.96	2.96	2.905	-1.22%
2015年9月20日	2.954	3	3	2.913	0.99%
2015年9月13日	2.925	2.94	2.94	2.892	-0.48%
2015年9月6日	2.939	2.93	2.96	2.887	0.51%
2015年8月30日	2.924	2.9	2.945	2.89	0.38%
2015年8月23日	2.913	2.88	2.927	2.853	1.75%
2015年8月16日	2.863	2.868	2.89	2.86	-2.49%
2015年8月9日	2.936	2.88	2.968	2.845	1.77%
2015年8月2日	2.885	2.89	2.904	2.85	0.35%
2015年7月26日	2.875	2.9	2.9	2.835	-0.31%
2015年7月19日	2.884	2.93	2.93	2.878	-0.86%
2015年7月12日	2.909	2.89	2.914	2.85	1.43%
2015年7月5日	2.868	2.9	2.9	2.818	-0.07%
2015年6月28日	2.87	2.86	2.903	2.838	0.10%
2015年6月21日	2.867	2.79	2.88	2.772	1.67%
2015年6月14日	2.82	2.85	2.897	2.818	-0.46%
2015年6月7日	2.833	2.84	2.863	2.797	0.39%
2015年5月31日	2.822	2.89	2.9	2.818	-1.54%
2015年5月24日	2.866	2.85	2.88	2.81	0.99%
2015年5月17日	2.838	2.82	2.903	2.777	-5.71%
2015年5月10日	3.01	3.11	3.207	3.01	-6.35%
2015年5月3日	3.214	3.18	3.233	3.18	-0.43%
2015年4月26日	3.228	3.25	3.293	3.2	-1.44%
2015年4月19日	3.275	3.32	3.32	3.177	0.03%
2015年4月12日	3.274	3.36	3.36	3.245	-2.18%
2015年4月5日	3.347	3.35	3.365	3.315	0.78%
2015年3月29日	3.321	3.34	3.383	3.305	0.45%
2015年3月22日	3.306	3.29	3.313	3.263	0.64%
2015年3月15日	3.285	3.32	3.32	3.27	0.92%
2015年3月8日	3.255	3.27	3.32	3.252	1.85%
2015年3月1日	3.196	3.12	3.212	3.117	3.16%
2015年2月22日	3.098	3.15	3.15	3.093	0.10%
2015年2月15日	3.095	3.143	3.15	3.093	-1.28%
2015年2月8日	3.135	3.18	3.18	3.125	0.26%
2015年2月1日	3.127	3.25	3.25	3.127	-2.22%
2015年1月25日	3.198	3.25	3.25	3.172	-0.81%
2015年1月18日	3.224	3.26	3.26	3.224	-0.74%
2015年1月11日	3.248	3.34	3.35	3.246	-2.37%
2015年1月4日	3.327	3.41	3.41	3.323	-1.60%
2014年12月28日	3.381	3.47	3.48	3.381	-0.82%
2014年12月21日	3.409	3.5	3.51	3.405	-2.18%
2014年12月14日	3.485	3.53	3.53	3.437	0.84%
2014年12月7日	3.456	3.45	3.51	3.396	3.38%
2014年11月30日	3.343	3.35	3.362	3.277	1.27%
2014年11月23日	3.301	3.28	3.397	3.27	-2.40%
2014年11月16日	3.382	3.32	3.397	3.305	2.52%
2014年11月9日	3.299	3.35	3.35	3.225	-1.05%
2014年11月2日	3.334	3.5	3.5	3.333	-4.42%
2014年10月26日	3.488	3.61	3.61	3.483	-2.05%
2014年10月19日	3.561	3.65	3.65	3.548	-2.68%
2014年10月12日	3.659	3.873	3.873	3.657	-5.11%
2014年10月5日	3.856	3.85	3.868	3.82	0.08%
2014年9月28日	3.853	3.9	3.9	3.853	-0.72%
2014年9月21日	3.881	3.9	3.9	3.853	-0.77%
2014年9月14日	3.911	4.01	4.015	3.904	-2.30%
2014年9月7日	4.003	4.01	4.017	3.97	0.76%
2014年8月31日	3.973	3.98	3.985	3.95	0.43%
2014年8月24日	3.956	4	4	3.945	0.10%
2014年8月17日	3.952	3.96	3.964	3.92	0.92%
2014年8月10日	3.916	3.95	3.955	3.916	-0.36%
2014年8月3日	3.93	3.98	3.98	3.92	-0.08%
2014年7月27日	3.933	3.93	3.948	3.9	0.31%
2014年7月20日	3.921	3.97	4.02	3.84	-1.48%
2014年7月13日	3.98	3.84	4	3.75	3.65%
2014年7月6日	3.84	3.89	3.93	3.75	0.26%
2014年6月29日	3.83	3.73	3.91	3.68	3.10%
2014年6月22日	3.715	3.74	3.77	3.68	-0.13%
2014年6月15日	3.72	3.75	3.78	3.68	-0.80%
2014年6月8日	3.75	3.77	3.79	3.68	-0.53%
2014年6月1日	3.77	3.77	3.89	3.71	-3.33%
2014年5月25日	3.9	3.94	3.99	3.83	0.52%
2014年5月18日	3.88	3.95	3.99	3.88	-2.27%
2014年5月11日	3.97	3.9	4	3.85	1.02%
2014年5月4日	3.93	3.98	4.01	3.87	1.55%
2014年4月27日	3.87	3.98	4	3.87	0.00%
2014年4月20日	3.87	3.92	4.02	3.87	-3.73%
2014年4月13日	4.02	4.05	4.06	3.84	0.00%
2014年4月6日	4.02	3.95	4.05	3.8	2.29%
2014年3月30日	3.93	3.85	3.94	3.7	2.61%
2014年3月23日	3.83	3.87	3.88	3.67	2.68%
2014年3月16日	3.73	3.71	3.86	3.64	0.00%
2014年3月9日	3.73	3.81	3.85	3.65	-2.86%
2014年3月2日	3.84	3.73	3.9	3.7	2.40%
2014年2月23日	3.75	3.82	3.9	3.65	-2.09%
2014年2月16日	3.83	3.79	3.9	3.76	0.00%
2014年2月9日	3.83	3.96	4.463	3.78	-3.04%
2014年2月2日	3.95	3.96	3.96	3.95	-3.66%
2014年1月26日	4.1	4.07	4.14	3.92	0.00%
2014年1月19日	4.1	4.26	4.33	4.07	-3.30%
2014年1月12日	4.24	4.35	4.4	4.19	-1.85%
2014年1月5日	4.32	4.37	4.45	4.27	-2.04%
2013年12月29日	4.41	4.37	4.45	4.33	-0.90%
2013年12月22日	4.45	4.43	4.46	4.31	0.23%
2013年12月15日	4.44	4.45	4.46	4.3	1.37%
2013年12月8日	4.38	4.42	4.504	4.25	1.15%
2013年12月1日	4.33	4.29	4.42	4.25	-0.46%
2013年11月24日	4.35	4.38	4.46	4.27	-2.47%
2013年11月17日	4.46	4.5	4.56	4.35	2.06%
2013年11月10日	4.37	4.25	4.5	4.07	6.59%
2013年11月3日	4.1	4.03	4.21	3.87	4.33%
2013年10月27日	3.93	3.97	4.13	3.8	2.08%
2013年10月20日	3.85	3.85	3.981	3.79	1.32%
2013年10月13日	3.8	3.9	3.95	3.79	-2.56%
2013年10月6日	3.9	3.85	3.95	3.78	2.36%
2013年9月29日	3.81	3.85	3.93	3.79	-2.31%
2013年9月22日	3.9	4.05	4.09	3.8	0.00%
2013年9月15日	3.9	4.06	4.06	3.8	-0.51%
2013年9月8日	3.92	3.95	4.07	3.82	-2.00%
2013年9月1日	4	3.95	4	3.8	2.56%
2013年8月25日	3.9	3.95	3.96	3.81	0.52%
2013年8月18日	3.88	3.85	3.95	3.76	1.04%
2013年8月11日	3.84	3.66	3.88	3.57	6.08%
2013年8月4日	3.62	3.55	3.64	3.26	2.84%
2013年7月28日	3.52	3.599	3.64	3.26	-1.65%
2013年7月21日	3.579	3.45	3.68	3.26	4.96%
2013年7月14日	3.41	3.34	3.61	3.23	3.33%
2013年7月7日	3.3	3.39	3.39	3.08	6.80%
2013年6月30日	3.09	3.23	3.39	3.09	-8.85%
2013年6月23日	3.39	3.7	3.7	3.33	-0.29%
2013年6月16日	3.4	3.25	3.41	3.119	6.25%
2013年6月9日	3.2	3.15	3.2	3.06	3.90%
2013年6月2日	3.08	3.1	3.17	3	0.49%
2013年5月26日	3.065	3.09	3.15	3	1.49%
2013年5月19日	3.02	3.06	3.15	2.98	-1.15%
2013年5月12日	3.055	3.06	3.15	2.98	0.16%
2013年5月5日	3.05	2.763	3.15	2.763	2.62%
2013年4月28日	2.972	3.01	3.15	2.734	-2.56%
2013年4月21日	3.05	3.109	3.15	2.801	7.06%
2013年4月14日	2.849	2.977	3.15	2.751	-5.79%
2013年4月7日	3.024	3.08	3.15	2.804	4.24%
2013年3月31日	2.901	2.877	3.15	2.777	0.00%
2013年3月24日	2.901	3.13	3.17	2.883	-7.90%
2013年3月17日	3.15	2.885	3.17	2.836	0.32%
2013年3月10日	3.14	3.089	3.17	2.816	-0.13%
2013年3月3日	3.144	3.12	3.22	3.017	-2.36%
2013年2月24日	3.22	3.1	3.22	3.05	4.21%
2013年2月17日	3.09	3.105	3.17	3.027	0.32%
2013年2月3日	3.08	3.11	3.17	3.04	-0.61%
2013年1月27日	3.099	3.09	3.17	3.05	-0.67%
2013年1月20日	3.12	3.09	3.21	3.036	1.66%
2013年1月13日	3.069	3.08	3.21	3.049	-0.68%
2013年1月6日	3.09	3.155	3.21	3	-2.52%
2012年12月30日	3.17	3.1	3.21	3.06	1.93%
2012年12月23日	3.11	3.17	3.28	2.95	-1.89%
2012年12月16日	3.17	3.16	3.25	3	3.26%
2012年12月9日	3.07	3.17	3.25	2.99	-1.29%
2012年12月2日	3.11	3.09	3.26	2.95	-0.35%
2012年11月25日	3.121	3.08	3.22	2.976	0.35%
